Status_checking,Duration,Credit_history,Purpose,Credit_amount,Savings,Employment,Installment_rate,Personal_status,Other_debtors,Residence_since,Property,Age,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker
0 <= balance < 200 DM,48,Existing credits paid back duly till now,Radio / television,5951,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,2,Real estate,22,,Own,1,Skilled,1,,Yes
< 0 DM,18,Existing credits paid back duly till now,Radio / television,3509,< 100 DM,4 <= employment < 7 years,4,Female: divorced/separated/married,Guarantor,1,Real estate,25,,Own,1,Skilled,1,,Yes
< 0 DM,27,Critical account / other credits existing,Business,2442,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),43,Stores,Own,4,Highly skilled,2,"Yes, registered",Yes
No checking account,42,Existing credits paid back duly till now,Radio / television,7166,Unknown / no savings,4 <= employment < 7 years,2,Male: married/widowed,,4,Building society savings / life insurance,29,,Rent,1,Skilled,1,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Others,6314,< 100 DM,Unemployed,4,Male: single,Co-applicant,2,Unknown / no property,27,Bank,Own,2,Highly skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,6,Critical account / other credits existing,Retraining,932,Unknown / no savings,4 <= employment < 7 years,1,Female: divorced/separated/married,,3,Building society savings / life insurance,39,,Own,2,Unskilled non-resident,1,,Yes
No checking account,6,Existing credits paid back duly till now,Retraining,1238,Unknown / no savings,Unemployed,4,Male: single,,4,Building society savings / life insurance,36,,Own,1,Highly skilled,2,"Yes, registered",Yes
No checking account,18,Existing credits paid back duly till now,Car (used),3378,Unknown / no savings,1 <= employment < 4 years,2,Male: single,,1,Building society savings / life insurance,31,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Car (new),1318,>= 1000 DM,>= 7 years,4,Male: single,,4,Real estate,54,,Own,1,Skilled,1,"Yes, registered",Yes
< 0 DM,18,No credits taken / all credits paid back duly,Business,3104,< 100 DM,4 <= employment < 7 years,3,Male: single,,1,Building society savings / life insurance,31,Bank,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Repairs,5507,< 100 DM,>= 7 years,3,Male: single,,4,Unknown / no property,44,,For free,2,Skilled,1,,Yes
No checking account,21,No credits taken / all credits paid back duly,Car (new),5003,Unknown / no savings,1 <= employment < 4 years,1,Female: divorced/separated/married,,4,Building society savings / life insurance,29,Bank,Own,2,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,36,Existing credits paid back duly till now,Radio / television,2671,100 <= savings < 500 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,Co-applicant,4,Unknown / no property,50,,For free,1,Skilled,1,,Yes
No checking account,15,Critical account / other credits existing,Radio / television,1316,500 <= savings < 1000 DM,1 <= employment < 4 years,2,Male: married/widowed,,2,Building society savings / life insurance,47,,Own,2,Unskilled non-resident,1,,Yes
No checking account,12,Critical account / other credits existing,Radio / television,717,< 100 DM,>= 7 years,4,Male: single,,4,Real estate,52,,Own,3,Skilled,1,,Yes
< 0 DM,24,Existing credits paid back duly till now,Car (new),1285,Unknown / no savings,4 <= employment < 7 years,4,Female: divorced/separated/married,,4,Unknown / no property,32,,Rent,1,Skilled,1,,Yes
< 0 DM,18,Existing credits paid back duly till now,Furniture / equipment,1131,< 100 DM,Unemployed,4,Female: divorced/separated/married,,2,Car or other (not savings),33,,Own,1,Skilled,1,,Yes
< 0 DM,18,Existing credits paid back duly till now,Furniture / equipment,2039,< 100 DM,1 <= employment < 4 years,1,Female: divorced/separated/married,,4,Real estate,20,Bank,Rent,1,Skilled,1,,Yes
No checking account,24,Critical account / other credits existing,Car (new),2022,< 100 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,4,Car or other (not savings),37,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Furniture / equipment,3777,>= 1000 DM,1 <= employment < 4 years,4,Male: single,,4,Real estate,50,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,15,Delay in paying off in the past,Furniture / equipment,960,>= 1000 DM,4 <= employment < 7 years,3,Female: divorced/separated/married,,2,Building society savings / life insurance,30,,Own,2,Skilled,1,,Yes
No checking account,33,Critical account / other credits existing,Car (used),7253,< 100 DM,4 <= employment < 7 years,3,Male: single,,2,Car or other (not savings),35,,Own,2,Highly skilled,1,"Yes, registered",Yes
>= 200 DM / salary assigned >= 1 year,18,All credits at this bank paid back duly,Radio / television,1445,Unknown / no savings,4 <= employment < 7 years,4,Male: single,,4,Car or other (not savings),49,Bank,Own,1,Unskilled non-resident,1,,Yes
< 0 DM,9,Critical account / other credits existing,Radio / television,1138,< 100 DM,1 <= employment < 4 years,4,Male: single,,4,Real estate,25,,Own,2,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,36,Existing credits paid back duly till now,Furniture / equipment,9034,100 <= savings < 500 DM,< 1 year,4,Male: single,Co-applicant,1,Unknown / no property,29,,Rent,1,Highly skilled,1,"Yes, registered",Yes
No checking account,30,Existing credits paid back duly till now,Car (used),4811,Unknown / no savings,4 <= employment < 7 years,2,Female: divorced/separated/married,,4,Building society savings / life insurance,24,Stores,Rent,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Furniture / equipment,2762,Unknown / no savings,>= 7 years,1,Female: divorced/separated/married,,2,Building society savings / life insurance,25,Bank,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,9,Existing credits paid back duly till now,Radio / television,1670,< 100 DM,< 1 year,4,Female: divorced/separated/married,,2,Car or other (not savings),22,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,6,Existing credits paid back duly till now,Radio / television,753,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,Guarantor,3,Real estate,64,,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,9,Critical account / other credits existing,Furniture / equipment,1919,< 100 DM,4 <= employment < 7 years,4,Male: single,,3,Car or other (not savings),35,,Rent,1,Skilled,1,"Yes, registered",Yes
< 0 DM,12,Existing credits paid back duly till now,Furniture / equipment,1620,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,Co-applicant,3,Building society savings / life insurance,30,,Own,1,Skilled,1,,Yes
No checking account,12,Critical account / other credits existing,Education,701,< 100 DM,1 <= employment < 4 years,4,Male: single,,2,Car or other (not savings),32,,Own,2,Skilled,1,,Yes
< 0 DM,18,Existing credits paid back duly till now,Car (new),1216,< 100 DM,< 1 year,4,Female: divorced/separated/married,,3,Car or other (not savings),23,,Rent,1,Skilled,1,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Car (used),5804,>= 1000 DM,1 <= employment < 4 years,4,Male: single,,2,Real estate,27,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,24,Existing credits paid back duly till now,Others,11328,< 100 DM,1 <= employment < 4 years,2,Male: single,Co-applicant,3,Car or other (not savings),29,Bank,Own,2,Highly skilled,1,"Yes, registered",Yes
No checking account,36,Existing credits paid back duly till now,Car (new),3079,Unknown / no savings,1 <= employment < 4 years,4,Male: single,,4,Real estate,36,,Own,1,Skilled,1,,Yes
No checking account,12,Critical account / other credits existing,Repairs,996,Unknown / no savings,4 <= employment < 7 years,4,Female: divorced/separated/married,,4,Real estate,23,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,21,Existing credits paid back duly till now,Business,1188,< 100 DM,>= 7 years,2,Female: divorced/separated/married,,4,Building society savings / life insurance,39,,Own,1,Skilled,2,,Yes
< 0 DM,9,Existing credits paid back duly till now,Furniture / equipment,2136,< 100 DM,1 <= employment < 4 years,3,Male: single,,2,Real estate,25,,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,18,Delay in paying off in the past,Furniture / equipment,4297,< 100 DM,>= 7 years,4,Male: divorced/separated,,3,Unknown / no property,40,,Own,1,Highly skilled,1,"Yes, registered",Yes
No checking account,22,Existing credits paid back duly till now,Car (new),1283,Unknown / no savings,4 <= employment < 7 years,4,Female: divorced/separated/married,,4,Building society savings / life insurance,25,,Rent,1,Skilled,1,,Yes
0 <= balance < 200 DM,13,Existing credits paid back duly till now,Radio / television,2101,< 100 DM,< 1 year,2,Female: divorced/separated/married,Guarantor,4,Building society savings / life insurance,23,,Own,1,Unskilled non-resident,1,,Yes
No checking account,24,Existing credits paid back duly till now,Radio / television,1376,500 <= savings < 1000 DM,4 <= employment < 7 years,4,Female: divorced/separated/married,,1,Car or other (not savings),28,,Own,1,Skilled,1,,Yes
No checking account,15,Critical account / other credits existing,Radio / television,1829,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),46,,Own,2,Skilled,1,"Yes, registered",Yes
< 0 DM,12,Existing credits paid back duly till now,Furniture / equipment,1282,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,4,Car or other (not savings),20,,Rent,1,Skilled,1,,Yes
No checking account,6,All credits at this bank paid back duly,Car (new),783,Unknown / no savings,1 <= employment < 4 years,1,Male: single,Guarantor,2,Real estate,26,Stores,Own,1,Unskilled non-resident,2,,Yes
< 0 DM,24,All credits at this bank paid back duly,Furniture / equipment,3349,500 <= savings < 1000 DM,< 1 year,4,Male: single,,4,Unknown / no property,30,,For free,1,Skilled,2,"Yes, registered",Yes
No checking account,36,Critical account / other credits existing,Car (used),11054,Unknown / no savings,1 <= employment < 4 years,4,Male: single,,2,Car or other (not savings),30,,Own,1,Highly skilled,1,"Yes, registered",Yes
No checking account,39,Existing credits paid back duly till now,Car (used),2569,500 <= savings < 1000 DM,1 <= employment < 4 years,4,Male: single,,4,Car or other (not savings),24,,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Car (new),836,100 <= savings < 500 DM,< 1 year,4,Female: divorced/separated/married,,2,Building society savings / life insurance,23,Bank,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,20,Delay in paying off in the past,Car (used),7057,Unknown / no savings,4 <= employment < 7 years,3,Male: single,,4,Building society savings / life insurance,36,Bank,Rent,2,Highly skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,18,Critical account / other credits existing,Business,1887,Unknown / no savings,1 <= employment < 4 years,4,Male: married/widowed,,4,Real estate,28,Bank,Own,2,Skilled,1,,Yes
< 0 DM,6,Critical account / other credits existing,Radio / television,338,500 <= savings < 1000 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),52,,Own,2,Skilled,1,,Yes
No checking account,24,Critical account / other credits existing,Business,4526,< 100 DM,1 <= employment < 4 years,3,Male: single,,2,Real estate,74,,Own,1,Highly skilled,1,"Yes, registered",Yes
>= 200 DM / salary assigned >= 1 year,10,Existing credits paid back duly till now,Car (new),1240,100 <= savings < 500 DM,>= 7 years,1,Female: divorced/separated/married,,4,Unknown / no property,48,,For free,1,Unskilled non-resident,2,,Yes
No checking account,36,Critical account / other credits existing,Business,6304,Unknown / no savings,>= 7 years,4,Male: single,,4,Real estate,36,,Own,2,Skilled,1,,Yes
< 0 DM,24,Existing credits paid back duly till now,Radio / television,1823,< 100 DM,Unemployed,4,Male: single,,2,Car or other (not savings),30,Stores,Own,1,Highly skilled,2,,Yes
>= 200 DM / salary assigned >= 1 year,24,Critical account / other credits existing,Car (new),1344,Unknown / no savings,4 <= employment < 7 years,4,Male: single,,2,Real estate,37,Bank,Own,2,Unskilled non-resident,2,,Yes
< 0 DM,12,Existing credits paid back duly till now,Education,684,< 100 DM,1 <= employment < 4 years,4,Male: single,,4,Car or other (not savings),40,,Rent,1,Unskilled non-resident,2,,Yes
< 0 DM,24,All credits at this bank paid back duly,Car (new),1193,< 100 DM,Unemployed,1,Female: divorced/separated/married,Co-applicant,4,Unknown / no property,29,,Rent,2,Unemployed / unskilled resident,1,,Yes
>= 200 DM / salary assigned >= 1 year,6,Existing credits paid back duly till now,Furniture / equipment,2116,< 100 DM,1 <= employment < 4 years,2,Male: single,,2,Real estate,41,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,36,No credits taken / all credits paid back duly,Repairs,2613,< 100 DM,1 <= employment < 4 years,4,Male: single,,2,Car or other (not savings),27,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,26,Existing credits paid back duly till now,Car (used),7966,< 100 DM,< 1 year,2,Male: single,,3,Car or other (not savings),30,,Own,2,Skilled,1,,Yes
No checking account,30,Critical account / other credits existing,Radio / television,5771,< 100 DM,4 <= employment < 7 years,4,Female: divorced/separated/married,,2,Car or other (not savings),25,,Own,2,Skilled,1,,Yes
< 0 DM,48,Critical account / other credits existing,Car (used),6143,< 100 DM,>= 7 years,4,Female: divorced/separated/married,,4,Unknown / no property,58,Stores,For free,2,Unskilled non-resident,1,,Yes
No checking account,48,All credits at this bank paid back duly,Business,3609,< 100 DM,1 <= employment < 4 years,1,Female: divorced/separated/married,,1,Real estate,27,Stores,Own,1,Skilled,1,,Yes
No checking account,10,Existing credits paid back duly till now,Car (new),1364,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,4,Car or other (not savings),64,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Radio / television,2611,< 100 DM,>= 7 years,4,Male: married/widowed,Co-applicant,3,Real estate,46,,Own,2,Skilled,1,,Yes
No checking account,36,Existing credits paid back duly till now,Furniture / equipment,3349,< 100 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,2,Car or other (not savings),28,,Own,1,Highly skilled,1,"Yes, registered",Yes
< 0 DM,36,Existing credits paid back duly till now,Furniture / equipment,3620,< 100 DM,1 <= employment < 4 years,1,Male: single,Guarantor,2,Building society savings / life insurance,37,,Own,1,Skilled,2,,Yes
No checking account,6,Delay in paying off in the past,Radio / television,932,< 100 DM,1 <= employment < 4 years,3,Female: divorced/separated/married,,2,Real estate,24,,Own,1,Skilled,1,,Yes
< 0 DM,12,Existing credits paid back duly till now,Car (new),1274,< 100 DM,< 1 year,3,Female: divorced/separated/married,,1,Real estate,37,,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,24,Critical account / other credits existing,Car (new),3878,100 <= savings < 500 DM,< 1 year,4,Male: divorced/separated,,2,Car or other (not savings),37,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,24,Critical account / other credits existing,Business,1935,< 100 DM,>= 7 years,4,Male: divorced/separated,,4,Real estate,31,,Own,2,Skilled,1,"Yes, registered",Yes
No checking account,10,Existing credits paid back duly till now,Retraining,894,Unknown / no savings,4 <= employment < 7 years,4,Female: divorced/separated/married,,3,Building society savings / life insurance,40,,Own,1,Skilled,1,"Yes, registered",Yes
< 0 DM,14,Existing credits paid back duly till now,Car (new),3973,< 100 DM,Unemployed,1,Male: single,,4,Unknown / no property,22,,For free,1,Skilled,1,,Yes
No checking account,6,Existing credits paid back duly till now,Car (used),1236,500 <= savings < 1000 DM,1 <= employment < 4 years,2,Male: single,,4,Building society savings / life insurance,50,,Rent,1,Skilled,1,,Yes
